<hgeokg/resource/682360553>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/2678466842>	<hgeokg/schema/cuisine>	cuisine-seafood
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/5172045822>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231111>
<hgeokg/resource/5528676228>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170760>
<hgeokg/resource/266170544>	<hgeokg/schema/internetAccessFee>	internetAccessFee-no
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4231956390>
<hgeokg/resource/4385240481>	<hgeokg/schema/cuisine>	cuisine-american
<hgeokg/resource/3708656757>	<hgeokg/schema/network>	network-Citi Bike
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/3708656757>
<hgeokg/resource/4757137103>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034056>
<hgeokg/resource/569345544>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/266034080>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/46695596>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/643414350>
<hgeokg/resource/525729008>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1426276530>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/1426276157>	<hgeokg/schema/brandWikidata>	brandWikidata-Q298594
<hgeokg/resource/266149373>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/682360553>
<hgeokg/resource/2178743034>	<http://www.w3.org/2000/01/rdf-schema#label>	Starbucks
<hgeokg/resource/569345542>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2676979157>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/266170835>	<hgeokg/schema/addrHousenumber>	addrHousenumber-111
<hgeokg/resource/266170800>	<hgeokg/schema/addrHousenumber>	addrHousenumber-123
<hgeokg/resource/46695596>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/167922072>
<hgeokg/resource/42496352>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/46695596>
<hgeokg/resource/397795463>	<hgeokg/schema/hgv>	hgv-destination
<hgeokg/resource/813741990>	<http://www.w3.org/2000/01/rdf-schema#label>	IRT Broadway–Seventh Avenue Line
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/266149373>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041025>
<hgeokg/resource/266149329>	<hgeokg/schema/wikipedia>	wikipedia-en:Music Box Theatre
<hgeokg/resource/163629929>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/682360554>
<hgeokg/resource/2717543654>	<hgeokg/schema/gnisFeatureId>	gnisFeatureId-2083212
<hgeokg/resource/157835453>	<hgeokg/schema/altName>	altName-VIACOM Building
<hgeokg/resource/1487449793>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7139389687>
<hgeokg/resource/823979087>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266034050>
<hgeokg/resource/137716320>	<Polygon_buildings-Contain-Point_pois>	<hgeokg/resource/2676979157>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/569345543>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/7613305940>
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1752822408>
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/266034050>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/46695596>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/3398576793>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/258646144>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979087>
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/5528676228>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7172247185>
<hgeokg/resource/719086606>	<hgeokg/schema/level>	level--2
<hgeokg/resource/266033991>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/763650163>
<hgeokg/resource/5987980586>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/682360553>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/597937477>	<hgeokg/schema/level>	level--2
<hgeokg/resource/2716231113>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/266170759>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266170765>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7653858222>
<hgeokg/resource/46695596>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/266034050>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/1487449793>	<hgeokg/schema/website>	website-https://www.tonysnyc.com/
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266774911>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5032403221>
<hgeokg/resource/266170758>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170540>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/4755575515>	<hgeokg/schema/brandWikidata>	brandWikidata-Q136311
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/3679391773>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1752843998>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1753205377>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/2774949518>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/2717293880>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149328>
<hgeokg/resource/1426275725>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/3679391773>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170756>
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/5341456177>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/258646143>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/803137436>
<hgeokg/resource/266149365>	<hgeokg/schema/website>	website-https://rownyc.com/
<hgeokg/resource/266170835>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3922485803>
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426275725>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/266034080>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/477374247>
<hgeokg/resource/1426250385>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4385240481>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2716231269>
<hgeokg/resource/42496352>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/3708656757>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3922485803>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170755>
<hgeokg/resource/266149330>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149324>
<hgeokg/resource/266170534>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/4661316591>
<hgeokg/resource/657134182>	<Polygon_landuse-Intersect-Polygon_buildings>	<hgeokg/resource/819626511>
<hgeokg/resource/4757137103>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/266149332>	<hgeokg/schema/phone>	phone-+1 212-221-8440
<hgeokg/resource/2722857810>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/2678466842>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266034056>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/266170835>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170544>
<hgeokg/resource/2717293822>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/2716231111>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231259>
<hgeokg/resource/2717293880>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/137716320>	<hgeokg/schema/ele>	ele-15
<hgeokg/resource/2717293880>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/803137436>	<hgeokg/schema/tunnel>	tunnel-yes
<hgeokg/resource/2611782753>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170800>
<hgeokg/resource/266149324>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/266170540>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/137716320>	<http://www.w3.org/2000/01/rdf-schema#label>	Bertelsmann Building
<hgeokg/resource/2178743034>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231111>
<hgeokg/resource/813741990>	<hgeokg/schema/voltage>	voltage-625
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/258646143>
<hgeokg/resource/266034074>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5987980586>
<hgeokg/resource/266034050>	<http://www.w3.org/2000/01/rdf-schema#label>	Lyric Theatre
<hgeokg/resource/823979087>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/226041026>
<hgeokg/resource/266170751>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/258646143>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/823979090>
<hgeokg/resource/42496352>	<hgeokg/schema/startDate>	startDate-1970
<hgeokg/resource/266149338>	<Polygon_buildings-Intersect-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/7006780985>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743034>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5032403221>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2774949518>
<hgeokg/resource/477374247>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/266170544>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/86121621>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/167922072>
<hgeokg/resource/167922072>	<hgeokg/schema/maxspeed>	maxspeed-25 mph
<hgeokg/resource/823979089>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4755575515>
<hgeokg/resource/266149373>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149302>
<hgeokg/resource/266033991>	<http://www.w3.org/2000/01/rdf-schema#label>	American Airlines Theatre
<hgeokg/resource/266170764>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/420494981>	<hgeokg/schema/lanes>	lanes-1
<hgeokg/resource/266149299>	<hgeokg/schema/wikipedia>	wikipedia-en:Booth Theatre
<hgeokg/resource/2716231111>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034074>
<hgeokg/resource/157835453>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163474780>
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170835>
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1426250385>
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/643414350>
<hgeokg/resource/163629929>	<Polygon_buildings-Contain-Point_pois>	<hgeokg/resource/1426250385>
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/4316345593>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/2610440256>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426275725>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6262714386>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/569345544>
<hgeokg/resource/3922485803>	<hgeokg/schema/website>	website-https://www.olunneys.com/
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/266034047>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/1426276157>
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/763650163>	<http://www.w3.org/2000/01/rdf-schema#label>	Ben&jerry
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/823979088>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/7613305940>
<hgeokg/resource/803137436>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266034050>
<hgeokg/resource/266170758>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170765>
<hgeokg/resource/420494981>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/266149300>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149324>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/137716320>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170765>
<hgeokg/resource/682360553>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/266170759>	<hgeokg/schema/addrHousenumber>	addrHousenumber-134
<hgeokg/resource/266170825>	<Polygon_buildings-Contain-Point_pois>	<hgeokg/resource/266774911>
<hgeokg/resource/266170757>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/357620498>
<hgeokg/resource/1752843998>	<Point_pois-Within-Polygon_buildings>	<hgeokg/resource/86121621>
<hgeokg/resource/7653858222>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5987980586>
<hgeokg/resource/266149299>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1751769863>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266149338>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/484012802>
<hgeokg/resource/2774949518>	<hgeokg/schema/addrHousenumber>	addrHousenumber-1540
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170760>
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034074>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293822>
<hgeokg/resource/3679396691>	<hgeokg/schema/bus>	bus-yes
<hgeokg/resource/2717293824>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/1752822408>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/477374247>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Pedestrian>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266149324>
<hgeokg/resource/2774949526>	<hgeokg/schema/addrHousenumber>	addrHousenumber-1540
<hgeokg/resource/763650163>	<hgeokg/schema/website>	website-https://www.juniorscheesecake.com/
<hgeokg/resource/7139389687>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170536>
<hgeokg/resource/4316345593>	<http://www.w3.org/2000/01/rdf-schema#label>	Brooklyn Diner
<hgeokg/resource/266170759>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/266170760>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170758>
<hgeokg/resource/266170540>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5528676228>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170764>
<hgeokg/resource/46695596>	<Line_railway-Intersect-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/266170755>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/3679394774>	<hgeokg/schema/operator>	operator-New York City Transit Authority
<hgeokg/resource/266774911>	<hgeokg/schema/roofShape>	roofShape-flat
<hgeokg/resource/823979087>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2717293824>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7139389687>
<hgeokg/resource/1899033652>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/FastFood>
<hgeokg/resource/266170751>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170757>
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/1753205377>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6133822485>
<hgeokg/resource/5341456177>	<Point_transport-Adjacent-Point_transport>	<hgeokg/resource/4708888897>
<hgeokg/resource/266170825>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/266170751>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170765>
<hgeokg/resource/3708656757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/266034074>	<hgeokg/schema/capacity>	capacity-740
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170544>
<hgeokg/resource/266034056>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/657134182>	<Line_railway-Intersect-Polygon_landuse>	<hgeokg/resource/719086615>
<hgeokg/resource/266149373>	<hgeokg/schema/altName>	altName-Paramount Building
<hgeokg/resource/2678650716>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/163474780>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/368051649>
<hgeokg/resource/266149325>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149329>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095816>
<hgeokg/resource/86121621>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/566445454>
<hgeokg/resource/266149336>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/5341456177>
<hgeokg/resource/266774911>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/397795463>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Secondary>
<hgeokg/resource/817036020>	<Line_railway-Intersect-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/6262714386>
<hgeokg/resource/266149324>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2722857810>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
